Inviato;Ricevuto;
33.610525;33.670071;
Inviato;Ricevuto;
33.631376;33.678005;
Inviato;Ricevuto;
33.634373;33.688042;
Inviato;Ricevuto;
33.650776;33.700074;
Inviato;Ricevuto;
33.664382;33.718428;
Inviato;Ricevuto;
33.670302;33.730405;
Inviato;Ricevuto;
33.670176;33.748472;
Inviato;Ricevuto;
33.670168;33.758391;
Inviato;Ricevuto;
33.677935;33.770258;
Inviato;Ricevuto;
Inviato;Ricevuto;
38.997991;39.18549;
Inviato;Ricevuto;
38.999074;39.30374;
Inviato;Ricevuto;
39.7558;39.48379;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
44.398413;44.418283;
Inviato;Ricevuto;
44.410202;44.430152;
Inviato;Ricevuto;
44.410279;44.442205;
Inviato;Ricevuto;
44.410502;44.460220;
Inviato;Ricevuto;
44.410388;44.468792;
Inviato;Ricevuto;
44.418391;44.480341;
Inviato;Ricevuto;
44.430495;44.504100;
Inviato;Ricevuto;
44.442534;44.516185;
Inviato;Ricevuto;
44.448302;44.534062;
Inviato;Ricevuto;
44.460464;44.543890;
Inviato;Ricevuto;
44.469013;44.572387;
Inviato;Ricevuto;
44.469038;44.587997;
Inviato;Ricevuto;
44.469106;44.604429;
Inviato;Ricevuto;
44.469013;44.618439;
Inviato;Ricevuto;
54.87690;54.103818;
Inviato;Ricevuto;
54.87691;54.115835;
Inviato;Ricevuto;
54.87693;54.127910;
Inviato;Ricevuto;
54.87689;54.139867;
Inviato;Ricevuto;
54.92124;54.157999;
Inviato;Ricevuto;
54.92025;54.175978;
Inviato;Ricevuto;
54.92115;54.188537;
Inviato;Ricevuto;
54.97904;54.199983;
Inviato;Ricevuto;
54.121938;54.223909;
Inviato;Ricevuto;
54.121970;54.238250;
Inviato;Ricevuto;
54.122060;54.249991;
Inviato;Ricevuto;
54.121952;54.274233;
Inviato;Ricevuto;
54.122034;54.288130;
Inviato;Ricevuto;
54.122041;54.300017;
Inviato;Ricevuto;
6.677623;6.693166;
Inviato;Ricevuto;
6.677656;6.704039;
Inviato;Ricevuto;
6.677676;6.724201;
Inviato;Ricevuto;
6.677572;6.742110;
Inviato;Ricevuto;
6.677709;6.754257;
Inviato;Ricevuto;
6.677656;6.773540;
Inviato;Ricevuto;
6.677641;6.784038;
Inviato;Ricevuto;
6.677701;6.798165;
Inviato;Ricevuto;
6.681945;6.812909;
Inviato;Ricevuto;
6.681954;6.827375;
Inviato;Ricevuto;
6.704009;6.838333;
Inviato;Ricevuto;
6.704008;6.849882;
Inviato;Ricevuto;
6.704047;6.867775;
Inviato;Ricevuto;
6.704031;6.880118;
Inviato;Ricevuto;
11.588738;11.605679;
Inviato;Ricevuto;
11.588741;11.623791;
Inviato;Ricevuto;
11.588741;11.637376;
Inviato;Ricevuto;
11.593750;11.654031;
Inviato;Ricevuto;
11.593818;11.666066;
Inviato;Ricevuto;
11.599786;11.684047;
Inviato;Ricevuto;
11.599786;11.693876;
Inviato;Ricevuto;
11.599784;11.707750;
Inviato;Ricevuto;
11.599778;11.719767;
Inviato;Ricevuto;
11.605831;11.738387;
Inviato;Ricevuto;
11.606235;11.749746;
Inviato;Ricevuto;
11.623858;11.769720;
Inviato;Ricevuto;
11.623876;11.792175;
Inviato;Ricevuto;
11.623842;11.812039;
Inviato;Ricevuto;
32.236987;32.256620;
Inviato;Ricevuto;
33.206789;33.226214;
Inviato;Ricevuto;
34.237023;34.256467;
Inviato;Ricevuto;
35.247368;35.267301;
Inviato;Ricevuto;
36.226866;36.246747;
Inviato;Ricevuto;
37.237187;37.256462;
Inviato;Ricevuto;
38.236859;38.251075;
Inviato;Ricevuto;
39.246287;39.266738;
Inviato;Ricevuto;
40.236909;40.256749;
Inviato;Ricevuto;
41.256805;41.271819;
Inviato;Ricevuto;
42.267133;42.281990;
Inviato;Ricevuto;
43.246277;43.261397;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
57.227480;57.246839;
Inviato;Ricevuto;
58.206093;58.216494;
Inviato;Ricevuto;
59.196430;59.207931;
Inviato;Ricevuto;
0.207205;0.227403;
Inviato;Ricevuto;
1.206171;1.226152;
Inviato;Ricevuto;
2.196428;2.211378;
Inviato;Ricevuto;
3.215888;3.231755;
Inviato;Ricevuto;
4.196267;4.211023;
Inviato;Ricevuto;
5.196226;5.211183;
Inviato;Ricevuto;
6.236930;6.255910;
Inviato;Ricevuto;
7.247315;7.261400;
Inviato;Ricevuto;
8.206513;8.221109;
Inviato;Ricevuto;
9.296569;9.311349;
Inviato;Ricevuto;
Inviato;Ricevuto;
25.596361;25.607591;
Inviato;Ricevuto;
26.596494;26.607682;
Inviato;Ricevuto;
27.605863;27.617485;
Inviato;Ricevuto;
28.605775;28.617593;
Inviato;Ricevuto;
29.605879;29.625679;
Inviato;Ricevuto;
30.606515;30.625374;
Inviato;Ricevuto;
31.615972;31.630723;
Inviato;Ricevuto;
32.606342;32.620830;
Inviato;Ricevuto;
33.615737;33.631169;
Inviato;Ricevuto;
34.635555;34.653482;
Inviato;Ricevuto;
35.625668;35.640974;
Inviato;Ricevuto;
36.625533;36.640654;
Inviato;Ricevuto;
37.616224;37.630889;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
Inviato;Ricevuto;
46.834378;46.846479;
Inviato;Ricevuto;
47.834327;47.846058;
Inviato;Ricevuto;
48.834975;48.853962;
Inviato;Ricevuto;
49.835578;49.854845;
Inviato;Ricevuto;
50.865470;50.884233;
Inviato;Ricevuto;
51.865394;51.884540;
Inviato;Ricevuto;
52.884917;52.904102;
Inviato;Ricevuto;
53.884595;53.904722;
Inviato;Ricevuto;
54.874622;54.894337;
Inviato;Ricevuto;
55.875369;55.890167;
Inviato;Ricevuto;
4.664432;4.683792;
Inviato;Ricevuto;
5.664199;5.683678;
Inviato;Ricevuto;
6.684370;6.704295;
Inviato;Ricevuto;
7.675416;7.694561;
Inviato;Ricevuto;
8.694100;8.705791;
Inviato;Ricevuto;
9.703852;9.719158;
Inviato;Ricevuto;
10.694416;10.708724;
Inviato;Ricevuto;
11.704310;11.718722;
Inviato;Ricevuto;
12.714412;12.734676;
Inviato;Ricevuto;
13.714152;13.729827;
Inviato;Ricevuto;
32.994037;33.5524;
Inviato;Ricevuto;
33.994291;34.5527;
Inviato;Ricevuto;
35.4080;35.23446;
Inviato;Ricevuto;
36.13926;36.25629;
Inviato;Ricevuto;
37.24215;37.43271;
Inviato;Ricevuto;
38.13684;38.24475;
Inviato;Ricevuto;
39.44033;39.63571;
Inviato;Ricevuto;
40.34284;40.54141;
Inviato;Ricevuto;
41.24272;41.44256;
Inviato;Ricevuto;
42.53452;42.68835;
Inviato;Ricevuto;
53.843891;53.855263;
Inviato;Ricevuto;
54.824434;54.843448;
Inviato;Ricevuto;
55.864287;55.883898;
Inviato;Ricevuto;
56.873981;56.893630;
Inviato;Ricevuto;
57.884382;57.903166;
Inviato;Ricevuto;
58.883281;58.903133;
Inviato;Ricevuto;
59.873306;59.888226;
Inviato;Ricevuto;
0.893459;0.908380;
Inviato;Ricevuto;
1.874001;1.893775;
Inviato;Ricevuto;
2.914203;2.928858;
Inviato;Ricevuto;
44.792264;44.803600;
Inviato;Ricevuto;
45.792719;45.811401;
Inviato;Ricevuto;
46.802165;46.821795;
Inviato;Ricevuto;
47.802061;47.813684;
Inviato;Ricevuto;
48.792278;48.803562;
Inviato;Ricevuto;
49.812518;49.831602;
Inviato;Ricevuto;
50.822155;50.841422;
Inviato;Ricevuto;
51.832809;51.852299;
Inviato;Ricevuto;
52.832359;52.852618;
Inviato;Ricevuto;
53.842419;53.861377;
